Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Analyst,$62.50 /hr (est.),"Job Title : Data/Business Analyst
Location : Charlotte, NC/ Jersey City, NJ
Duration : 12 months contract with possible extension
Description :
As a Data/Business Analyst, candidate will be expected to help the team craft data solutions to meet business and enterprise requirements using SQL and ETL Tools to enhance and support a Data Warehouse in a Capital Markets Domain.
The candidate may help manage progress based on consistent Software Development Lifecycle (SDLC) processes leveraging Agile and SAFE methodologies. They may also drive project risks and issues to resolution to minimize project impact while ensuring compliance to standards and providing end-to-end visibility into the health of the deliverables. This role will be required to work closely with the project developers and architects across multiple projects/work-streams at the same time.",-1,avansait,"Charlotte, NC",501 to 1000 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
data analyst,"$79,286 /yr (est.)","responsibilities:
Perform data modeling, data analysis, and development of key performance indicators
Create, maintain, define reporting processes for overall revenue vertical
Work with end users of information to research reported data anomalies, identify root causes, and determine remediation steps
Must see the story behind the numbers in order to turn numbers into ACTION
Proactively communicate and collaborate with business units, technology teams and support teams
qualifications and experience:",4.0,Lead5 Media,"Newark, CA",1 to 50 Employees,2009,Company - Private,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD)
Data Analyst,"$85,000 /yr (est.)","Data Analyst
Job Role:
Working with cross-functionally with many different teams including Product, Marketing, Sales, Customer Success, and Strategy
Up level the organization's maturity around using data to inform strategic decisions
Work on optimizing our reporting and dashboards to meet business requirements and create opportunities for automation, improvements and scalability
Synthesize data into actionable insights to support decision-making at the strategic level across the organization",-1,Edrex,Remote,-1,-1,-1,-1,-1,-1
Data Analyst,"$62,500 /yr (est.)","Job description
Orada Tech: IT Solutions is an IT Consulting Company, and is looking for motivated and professional technicians that are vaccinatedand willing to work in order to provide corporate-level IT tasks. Opportunities and other projects may be provided to you after said worker has proved themselves as professionally competent.
We are looking for someone who is interested in a long term role as this is a long term position. That being said there will be opportunities for benefits, retention pay, and pay raises upon a successful hire and merit.",-1,Orada Technology Solutions,"Chandler, AZ",1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Analyst,$33.99 /hr (est.),"Job Title: Data Analyst
Duration: Long Term Contract
Location: 100% Remote
Description:
Required Education Level: Bachelors
Required Degree: computer science, electronics engineering or other engineering or technical discipline is required.
Required Years Experience: 5 years",2.9,Ascent IT Solutions,Remote,1 to 50 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Analyst,$52.50 /hr (est.),"key skills:
5+ years of experience in data mapping techniques.
3+ years of strong experience Working with GCP, and its native cloud services will be an added advantage.
Working knowledge of Reporting technologies like Power BI, Watch, and Looker is an added advantage.
Cloud certifications (good to have)
Job Type: Contract
Salary: $50.00 - $55.00 per hour
Schedule:",4.7,Fuge Technologies Inc,Remote,1 to 50 Employees,-1,Contract,-1,-1,Unknown / Non-Applicable
Data Analyst,"$77,946 /yr (est.)","We’re on a mission to make behavioral health more available and accessible. We're backed by a16Z, YCombinator, Craft, and many others to make this dream a reality.

-

Building an inclusive culture is one of our core tenets as a company. We’re very aware of the structural inequalities that exist, and recognize that underrepresented minorities are less likely to apply for a role if they don’t think they meet all of the requirements. If that’s you and you’re reading this, we’d like to encourage you to apply regardless — we’d love to get to know you and see if there’s a place for you here!

-",1.0,"Juniper Solutions, Inc.","New York, NY",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Analyst,"$70,000 /yr (est.)","Become a leader in one of the most sought-after industries in the country from your home!
ClaimReturn, industry leader in artificial intelligence-driven, cost-recovery healthcare, is hiring for an experienced data analyst within our rapidly growing virtual, phone-based revenue recovery operations.
The Data Analyst is responsible for interpreting data, analyzing results using statistical techniques and providing ongoing reports. This role identifies, analyzes, and interprets trends, patterns or outliers in complex data sets to ensure work is connected to business objectives, delivered on time, and focused on outcomes. Experience with statistics and statistical packages for analyzing datasets required. Adept at queries, reporting writing, and presenting findings essential.",3.3,ClaimReturn LLC,Remote,Unknown,-1,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
Data Analyst,$55.00 /hr (est.),"Data Analyst/Modeler
Location – CO: BROOMFIELD - 1025 ELDORADO BLVD, INTERLOCKEN 4000
Description:
Develops data models to meet the needs of the organization's information systems.
Manages the flow of information between departments through the use of relational databases.
Maintains data integrity by working to eliminate redundancy.",4.3,CT Solutions,"Broomfield, CO",51 to 200 Employees,-1,Company - Private,Beauty & Wellness,Personal Consumer Services,Less than $1 million (USD)
Data Analyst,$23.00 /hr (est.),"Title: Data Analyst
Reports to: Regional Programs Manager
FLSA Status: Non-Exempt
Starting Wage: $23 per hour
Location: Riverside County
Position Status: Part Time (up to 25 hrs per week)
Effective Date: Beginning June 2023, ending on or before December 31, 2023
About Vision y Compromiso
Vision y Compromiso is a national non-profit organization that takes pride in its leadership role in the field of community health. Our mission is to empower communities and promote better health outcomes. We are dedicated to creating positive social change through our impactful programs and initiatives.",5.0,Vision y Compromiso,"Riverside, CA",1 to 50 Employees,-1,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,Unknown / Non-Applicable
Data Analyst I,$26.63 /hr (est.),"Position Title: Data Analyst I
Department: Information Technology
Reports To: Director
POSITION SUMMARY
Under the general supervision of Evaluation and Data Supervisor, collects, evaluates, manages, and prepares data to support activities of agency. Prepares statistical and narrative reports, designs & conducts surveys, conducts focus groups, and completion of external surveys.",2.9,Tarzana Treatment Center,"Woodland Hills, CA",Unknown,1971,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
Research Data Analyst,"$70,608 /yr (est.)","Overview:
Housed at Princeton University, Arab Barometer is a nonpartisan research network that provides insight into the social, political, and economic attitudes and values of citizens across the Middle East and North Africa (MENA). We have been conducting high quality and reliable public opinion surveys since 2006, making us the longest-standing and the largest repository of publicly available data on the views of citizens in the region.

The Research Data Analyst for the Arab Barometer reports to the Senior Research Specialist. The Data Analyst assists with the maintenance and development of scripts in, but not restricted to, ODK, R, and Stata related to collecting and processing Arab Barometer data. During the data collection phase, this includes programming the questionnaire, validating the programming, quality control checks on data, data cleaning, and management of Arab Barometer survey data. The position also assists in data analysis for research projects including modeling, diagnostics, and graphic visualization for reports, articles and other publications.


Responsibilities:
Qualifications:

Standard Weekly Hours: 36.25 Eligible for Overtime: Yes Benefits Eligible: Yes Probationary Period: 90 days Essential Services Personnel (see policy for detail): No Comments Related to End Date: 1 year term position with possibility of renewal Physical Capacity Exam Required: No Valid Driver’s License Required: No : #LI-CN1",4.5,Princeton University,"Princeton, NJ",5001 to 10000 Employees,1746,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Data Analyst,"$62,612 /yr (est.)","Job Description
The role of a Data Analyst is the last phase of the process of data within Silent Falcon. Due to being the last step before being presented to the client, it is heavily interlocked with various departments and requires flexible skillsets and creative problem-solving.
About the Job

We’re looking for a Data Analyst! Our software and data pipelines have been built from the ground up, so if you are excited about collaborating in a high-performance team and implementing the latest advancements in Aviation to impact the future of geospatial analytics, then this opportunity could be an excellent fit for you.",4.2,Silent Falcon UAS Technologies,"Front Royal, VA",1 to 50 Employees,-1,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Data Analyst,"$90,000 /yr (est.)","Data Analyst

Supports the development process for creating new data feeds and modifying existing data feeds.
Analyzes existing data dictionaries at CDC and data harmonization needs using statistical techniques to identify patterns and relationships utilizing tools such as Excel, R, and Tableau and makes recommendations.
Visualizes data insights using charts, graphs, and dashboards to communicate findings to stakeholders.",4.0,"Global Enterprise Services, LLC","Atlanta, GA",1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Analyst 2 - Remote,"$100,450 /yr (est.)","Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by diversity and inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us advance health equity on a global scale. Join us to start Caring. Connecting. Growing together.

The Data Analyst II within the Enterprise Reporting and Analysis team supports internal clients by maintaining, developing and optimizing data infrastructure, and produces reporting. You’ll be empowered to drive efficiencies supporting data migrations and new reporting functionality, while acting as a consultant business owner ensuring they get the most meaningful information out of their data.",-1,UnitedHealthcare,"Eden Prairie, MN",10000+ Employees,1977,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
Data Analyst,"$51,000 /yr (est.)","Job Title: Data Analyst
Reports to: Senior Director of Quality & Training
Position Classification: Exempt
Wage: $47,000 to $55,000 a year
EXPERIENCE EXTREME CUSTOMER SERVICE
About the Company
Dynamic Workforce Solutions (DWFS) contracts with state and local entities to provide services that offer the communities we serve reliable workforce development and training solutions that result in talented, well-trained people positioned for tomorrow's jobs. Our innovative approach to delivering services, passion for the work we do and commitment to ongoing quality have defined over three decades of exceptional results.",2.3,Dynamic Workforce Solutions,Remote,Unknown,-1,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
Data Analyst,"$60,560 /yr (est.)","null Requirements:
Best Places To Work in 2020 & 2021 - Glassdoor | Top 10 America's Best Employers For Women - Forbes 2020 & 2021 | America's Best Employers for New Grads 2021
Whether you are an experienced real estate agent looking to pivot your real estate career in these shifting times or just starting your real estate career, Keller Williams Realty might just be the place for you. Now the #1 real estate company in N. America in agent count, transactions, and sales volume, The Keller Williams Difference is clear:
Training & Support: At Keller Williams Realty, our commitment to training and supporting our real estate sales associates is unparalleled. We provide the most advanced and comprehensive learning opportunities in real estate sales, from classroom training to on-demand, online education and our award-winning coaching programs.",4.3,Keller Williams,"Austin, TX",5001 to 10000 Employees,1983,Company - Private,Real Estate,Real Estate,$5 to $10 billion (USD)
Data Analyst,$55.00 /hr (est.),"Position: Data Analyst with Spark, Python notebook, Jupyter, SQL experience
Location: Cincinnati, OH or Cleveland, OH or Horsham, PA or Pittsburgh, PA, or Dallas, TX, Little Rocks, Birmingham (Hybrid from Day one)
Duration: 12 Months Contract
Job Description:
8+ years of work experience with data modelling, business intelligence
Experience developing and managing data warehouses on a terabyte or petabyte scale.",-1,ensoftek inc,"Dallas, TX",-1,-1,-1,-1,-1,-1
Data Analyst,$72.50 /hr (est.),"Job Title: Staff Data Analyst
Location: Hoboken, NJ, Seattle WA or Sunnyvale CA
Job Description:
-Work with the stakeholders to understand the business & reporting needs
– Propose, design and develop creative dashboard
solutions that provides required insight, improve/automate processes.
-Build and maintain data pipelines and architecture specific to
analytics.
-Build reports and dashboards.
-Provide technical expertise in areas of architecture, design, and
implementation.
-Build and maintain complex dashboard reports for scalability,
manageability, extensibility, performance, and re-use.
-Influence and educate the team with your experience, idea and learning.",-1,reach2connect,"Hoboken, NJ",51 to 200 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Analyst,"$87,792 /yr (est.)","Duration & Type: 12+ months Contract with a major utility industry client
Location: White Plains, New York
Responsibilities:
Collect and document detailed data requirements and the data flows
Identify relevant data attributes from internal data sources and document inputs, outputs and associated source-to-target data mapping
Document key processes and workflows around data acquisition, integration, cleansing and monitoring",4.5,InfoQuest Consulting Group Inc.,"White Plains, NY",1 to 50 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,Less than $1 million (USD)
PT Data Analyst,$50.00 /hr (est.),"This position will provide analytical support to the Chair, faculty, and staff of the MS Physician Assistant Pleasantville Program by collecting, analyzing and reporting data for assessment and accreditation.

Position Duties
Assisting with the extraction, compiling, and coding of data from survey results.
Reviewing data sets, identifying key data points, and compiling associated reports.
Completing data tables and other requests for information.",4.1,Pace University,"Pleasantville, NY",5001 to 10000 Employees,1948,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD)
Data Analyst,"$95,000 /yr (est.)","We are looking for a master data analyst to help monitor our data and make better business decisions using information from our available data. Your task is to gather and prepare data from multiple sources, run statistical analyses, and communicate your findings in a clear and objective way.
You will be responsible for developing governance processes to ensure data integrity for all data sources that feed into the ERP system. Additionally, the successful candidate will partner with the IT team to build a custom solution that will be used across the enterprise.
Responsibilities",-1,Launching Point,Remote,1 to 50 Employees,-1,Unknown,-1,-1,Unknown / Non-Applicable
Data Analyst- CIN,"$67,182 /yr (est.)","Position Overview
The Business Analyst will be a member of the Stony Brook Medicine?s CIN Population Health IT Team. The candidate will work with end users to understand their clinical and business workflows, document use cases, functional requirements and develop data analytics that will be used to support the daily operations of our Clinically Integrated Network.
This candidate will work in a fast-paced environment as part of a multi-disciplinary project team responsible for ensuring the ongoing management and improvements on the Population Health platform required for tracking and reporting on the quality and performance measures programs.",4.0,"SB ADMINISTRATIVE SERVICES, LLC","Commack, NY",10000+ Employees,1957,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD)
Telecaller & Data Analyst,"$10,000 /mo (est.)","Telecalling,Data Updation
Good communication Skills
Job Type: Full-time
Pay: $10,000.00 per month
Experience level:
No experience needed
Schedule:
8 hour shift",-1,Shubh Labh Vivah Sanstha,Remote,-1,-1,-1,-1,-1,-1
Data Analyst,$37.00 /hr (est.),"Description of Roles and Responsibilities:
· Responsible for analyzing data requirements and developing data models for an ERP system
· Ensures that the system can effectively manage and analyze institutional data
· Create reports for internal teams and/or external clients
· Collaborate with team members to collect and analyze data
· Use graphs, infographics and other methods to visualize data",4.0,DONIA LLC,"New York, NY",51 to 200 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Analyst,$19.00 /hr (est.),"Title : Contract Coordinator / Data Auditor
Duration: 3+ months with possible of extension
Location: Arizona (Remote)
Pay Rate- $19/hr on W2
Job Description:
Essential Duties and Responsibilities:
Review and interpret vendor agreements, pricing documentation, incentive documentation, and/or contract documentation for relevant content and information. Use critical thinking and in-depth understanding of processes and best practices to make decisions and judgment calls on how to accurately load pricing based upon inputs or information provided by internal/ external stakeholders.",4.2,Intellipro Group,Remote,201 to 500 Employees,-1,Company - Private,-1,-1,$5 to $25 million (USD)
Data Analyst,"$70,000 /yr (est.)","The Data Analysts should have broad range expertise in business analysis and business requirements. The Analysts will be required to gather supporting information that defines the current data state of the National Institute on Aging (NIA) for both extramural and intramural research programs to include clinical research, grants, and business operations.
Experience should include skill in determining the business needs and data requirements of external and internal clients through interviews, consultations, document analysis, surveys, business process descriptions, and task and workflow analysis. Experience should include documenting detailed project plans, and requirements throughout a product’s life - cycle.",4.2,"Dfuse Technologies, Inc.",Remote,Unknown,-1,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
Data Analyst,$62.50 /hr (est.),"Job Title : Data/Business Analyst
Location : Charlotte, NC/ Jersey City, NJ
Duration : 12 months contract with possible extension
Description :
As a Data/Business Analyst, candidate will be expected to help the team craft data solutions to meet business and enterprise requirements using SQL and ETL Tools to enhance and support a Data Warehouse in a Capital Markets Domain.
The candidate may help manage progress based on consistent Software Development Lifecycle (SDLC) processes leveraging Agile and SAFE methodologies. They may also drive project risks and issues to resolution to minimize project impact while ensuring compliance to standards and providing end-to-end visibility into the health of the deliverables. This role will be required to work closely with the project developers and architects across multiple projects/work-streams at the same time.",-1,avansait,"Charlotte, NC",501 to 1000 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
data analyst,"$79,286 /yr (est.)","responsibilities:
Perform data modeling, data analysis, and development of key performance indicators
Create, maintain, define reporting processes for overall revenue vertical
Work with end users of information to research reported data anomalies, identify root causes, and determine remediation steps
Must see the story behind the numbers in order to turn numbers into ACTION
Proactively communicate and collaborate with business units, technology teams and support teams
qualifications and experience:",4.0,Lead5 Media,"Newark, CA",1 to 50 Employees,2009,Company - Private,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD)
Data Analyst,"$85,000 /yr (est.)","Data Analyst
Job Role:
Working with cross-functionally with many different teams including Product, Marketing, Sales, Customer Success, and Strategy
Up level the organization's maturity around using data to inform strategic decisions
Work on optimizing our reporting and dashboards to meet business requirements and create opportunities for automation, improvements and scalability
Synthesize data into actionable insights to support decision-making at the strategic level across the organization",-1,Edrex,Remote,-1,-1,-1,-1,-1,-1
Data Analyst,"$62,500 /yr (est.)","Job description
Orada Tech: IT Solutions is an IT Consulting Company, and is looking for motivated and professional technicians that are vaccinatedand willing to work in order to provide corporate-level IT tasks. Opportunities and other projects may be provided to you after said worker has proved themselves as professionally competent.
We are looking for someone who is interested in a long term role as this is a long term position. That being said there will be opportunities for benefits, retention pay, and pay raises upon a successful hire and merit.",-1,Orada Technology Solutions,"Chandler, AZ",1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Analyst,$33.99 /hr (est.),"Job Title: Data Analyst
Duration: Long Term Contract
Location: 100% Remote
Description:
Required Education Level: Bachelors
Required Degree: computer science, electronics engineering or other engineering or technical discipline is required.
Required Years Experience: 5 years",2.9,Ascent IT Solutions,Remote,1 to 50 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Analyst,$52.50 /hr (est.),"key skills:
5+ years of experience in data mapping techniques.
3+ years of strong experience Working with GCP, and its native cloud services will be an added advantage.
Working knowledge of Reporting technologies like Power BI, Watch, and Looker is an added advantage.
Cloud certifications (good to have)
Job Type: Contract
Salary: $50.00 - $55.00 per hour
Schedule:",4.7,Fuge Technologies Inc,Remote,1 to 50 Employees,-1,Contract,-1,-1,Unknown / Non-Applicable
Data Analyst,"$77,946 /yr (est.)","We’re on a mission to make behavioral health more available and accessible. We're backed by a16Z, YCombinator, Craft, and many others to make this dream a reality.

-

Building an inclusive culture is one of our core tenets as a company. We’re very aware of the structural inequalities that exist, and recognize that underrepresented minorities are less likely to apply for a role if they don’t think they meet all of the requirements. If that’s you and you’re reading this, we’d like to encourage you to apply regardless — we’d love to get to know you and see if there’s a place for you here!

-",1.0,"Juniper Solutions, Inc.","New York, NY",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Analyst,"$70,000 /yr (est.)","Become a leader in one of the most sought-after industries in the country from your home!
ClaimReturn, industry leader in artificial intelligence-driven, cost-recovery healthcare, is hiring for an experienced data analyst within our rapidly growing virtual, phone-based revenue recovery operations.
The Data Analyst is responsible for interpreting data, analyzing results using statistical techniques and providing ongoing reports. This role identifies, analyzes, and interprets trends, patterns or outliers in complex data sets to ensure work is connected to business objectives, delivered on time, and focused on outcomes. Experience with statistics and statistical packages for analyzing datasets required. Adept at queries, reporting writing, and presenting findings essential.",3.3,ClaimReturn LLC,Remote,Unknown,-1,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
Data Analyst,$55.00 /hr (est.),"Data Analyst/Modeler
Location – CO: BROOMFIELD - 1025 ELDORADO BLVD, INTERLOCKEN 4000
Description:
Develops data models to meet the needs of the organization's information systems.
Manages the flow of information between departments through the use of relational databases.
Maintains data integrity by working to eliminate redundancy.",4.3,CT Solutions,"Broomfield, CO",51 to 200 Employees,-1,Company - Private,Beauty & Wellness,Personal Consumer Services,Less than $1 million (USD)
Data Analyst,$23.00 /hr (est.),"Title: Data Analyst
Reports to: Regional Programs Manager
FLSA Status: Non-Exempt
Starting Wage: $23 per hour
Location: Riverside County
Position Status: Part Time (up to 25 hrs per week)
Effective Date: Beginning June 2023, ending on or before December 31, 2023
About Vision y Compromiso
Vision y Compromiso is a national non-profit organization that takes pride in its leadership role in the field of community health. Our mission is to empower communities and promote better health outcomes. We are dedicated to creating positive social change through our impactful programs and initiatives.",5.0,Vision y Compromiso,"Riverside, CA",1 to 50 Employees,-1,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,Unknown / Non-Applicable
Data Analyst I,$26.63 /hr (est.),"Position Title: Data Analyst I
Department: Information Technology
Reports To: Director
POSITION SUMMARY
Under the general supervision of Evaluation and Data Supervisor, collects, evaluates, manages, and prepares data to support activities of agency. Prepares statistical and narrative reports, designs & conducts surveys, conducts focus groups, and completion of external surveys.",2.9,Tarzana Treatment Center,"Woodland Hills, CA",Unknown,1971,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
Research Data Analyst,"$70,608 /yr (est.)","Overview:
Housed at Princeton University, Arab Barometer is a nonpartisan research network that provides insight into the social, political, and economic attitudes and values of citizens across the Middle East and North Africa (MENA). We have been conducting high quality and reliable public opinion surveys since 2006, making us the longest-standing and the largest repository of publicly available data on the views of citizens in the region.

The Research Data Analyst for the Arab Barometer reports to the Senior Research Specialist. The Data Analyst assists with the maintenance and development of scripts in, but not restricted to, ODK, R, and Stata related to collecting and processing Arab Barometer data. During the data collection phase, this includes programming the questionnaire, validating the programming, quality control checks on data, data cleaning, and management of Arab Barometer survey data. The position also assists in data analysis for research projects including modeling, diagnostics, and graphic visualization for reports, articles and other publications.


Responsibilities:
Qualifications:

Standard Weekly Hours: 36.25 Eligible for Overtime: Yes Benefits Eligible: Yes Probationary Period: 90 days Essential Services Personnel (see policy for detail): No Comments Related to End Date: 1 year term position with possibility of renewal Physical Capacity Exam Required: No Valid Driver’s License Required: No : #LI-CN1",4.5,Princeton University,"Princeton, NJ",5001 to 10000 Employees,1746,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Data Analyst,"$62,612 /yr (est.)","Job Description
The role of a Data Analyst is the last phase of the process of data within Silent Falcon. Due to being the last step before being presented to the client, it is heavily interlocked with various departments and requires flexible skillsets and creative problem-solving.
About the Job

We’re looking for a Data Analyst! Our software and data pipelines have been built from the ground up, so if you are excited about collaborating in a high-performance team and implementing the latest advancements in Aviation to impact the future of geospatial analytics, then this opportunity could be an excellent fit for you.",4.2,Silent Falcon UAS Technologies,"Front Royal, VA",1 to 50 Employees,-1,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Data Analyst,"$90,000 /yr (est.)","Data Analyst

Supports the development process for creating new data feeds and modifying existing data feeds.
Analyzes existing data dictionaries at CDC and data harmonization needs using statistical techniques to identify patterns and relationships utilizing tools such as Excel, R, and Tableau and makes recommendations.
Visualizes data insights using charts, graphs, and dashboards to communicate findings to stakeholders.",4.0,"Global Enterprise Services, LLC","Atlanta, GA",1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Analyst 2 - Remote,"$100,450 /yr (est.)","Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by diversity and inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us advance health equity on a global scale. Join us to start Caring. Connecting. Growing together.

The Data Analyst II within the Enterprise Reporting and Analysis team supports internal clients by maintaining, developing and optimizing data infrastructure, and produces reporting. You’ll be empowered to drive efficiencies supporting data migrations and new reporting functionality, while acting as a consultant business owner ensuring they get the most meaningful information out of their data.",-1,UnitedHealthcare,"Eden Prairie, MN",10000+ Employees,1977,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
Data Analyst,"$51,000 /yr (est.)","Job Title: Data Analyst
Reports to: Senior Director of Quality & Training
Position Classification: Exempt
Wage: $47,000 to $55,000 a year
EXPERIENCE EXTREME CUSTOMER SERVICE
About the Company
Dynamic Workforce Solutions (DWFS) contracts with state and local entities to provide services that offer the communities we serve reliable workforce development and training solutions that result in talented, well-trained people positioned for tomorrow's jobs. Our innovative approach to delivering services, passion for the work we do and commitment to ongoing quality have defined over three decades of exceptional results.",2.3,Dynamic Workforce Solutions,Remote,Unknown,-1,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
Data Analyst,"$60,560 /yr (est.)","null Requirements:
Best Places To Work in 2020 & 2021 - Glassdoor | Top 10 America's Best Employers For Women - Forbes 2020 & 2021 | America's Best Employers for New Grads 2021
Whether you are an experienced real estate agent looking to pivot your real estate career in these shifting times or just starting your real estate career, Keller Williams Realty might just be the place for you. Now the #1 real estate company in N. America in agent count, transactions, and sales volume, The Keller Williams Difference is clear:
Training & Support: At Keller Williams Realty, our commitment to training and supporting our real estate sales associates is unparalleled. We provide the most advanced and comprehensive learning opportunities in real estate sales, from classroom training to on-demand, online education and our award-winning coaching programs.",4.3,Keller Williams,"Austin, TX",5001 to 10000 Employees,1983,Company - Private,Real Estate,Real Estate,$5 to $10 billion (USD)
Data Analyst,$55.00 /hr (est.),"Position: Data Analyst with Spark, Python notebook, Jupyter, SQL experience
Location: Cincinnati, OH or Cleveland, OH or Horsham, PA or Pittsburgh, PA, or Dallas, TX, Little Rocks, Birmingham (Hybrid from Day one)
Duration: 12 Months Contract
Job Description:
8+ years of work experience with data modelling, business intelligence
Experience developing and managing data warehouses on a terabyte or petabyte scale.",-1,ensoftek inc,"Dallas, TX",-1,-1,-1,-1,-1,-1
Data Analyst,$72.50 /hr (est.),"Job Title: Staff Data Analyst
Location: Hoboken, NJ, Seattle WA or Sunnyvale CA
Job Description:
-Work with the stakeholders to understand the business & reporting needs
– Propose, design and develop creative dashboard
solutions that provides required insight, improve/automate processes.
-Build and maintain data pipelines and architecture specific to
analytics.
-Build reports and dashboards.
-Provide technical expertise in areas of architecture, design, and
implementation.
-Build and maintain complex dashboard reports for scalability,
manageability, extensibility, performance, and re-use.
-Influence and educate the team with your experience, idea and learning.",-1,reach2connect,"Hoboken, NJ",51 to 200 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Analyst,"$87,792 /yr (est.)","Duration & Type: 12+ months Contract with a major utility industry client
Location: White Plains, New York
Responsibilities:
Collect and document detailed data requirements and the data flows
Identify relevant data attributes from internal data sources and document inputs, outputs and associated source-to-target data mapping
Document key processes and workflows around data acquisition, integration, cleansing and monitoring",4.5,InfoQuest Consulting Group Inc.,"White Plains, NY",1 to 50 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,Less than $1 million (USD)
PT Data Analyst,$50.00 /hr (est.),"This position will provide analytical support to the Chair, faculty, and staff of the MS Physician Assistant Pleasantville Program by collecting, analyzing and reporting data for assessment and accreditation.

Position Duties
Assisting with the extraction, compiling, and coding of data from survey results.
Reviewing data sets, identifying key data points, and compiling associated reports.
Completing data tables and other requests for information.",4.1,Pace University,"Pleasantville, NY",5001 to 10000 Employees,1948,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD)
Data Analyst,"$95,000 /yr (est.)","We are looking for a master data analyst to help monitor our data and make better business decisions using information from our available data. Your task is to gather and prepare data from multiple sources, run statistical analyses, and communicate your findings in a clear and objective way.
You will be responsible for developing governance processes to ensure data integrity for all data sources that feed into the ERP system. Additionally, the successful candidate will partner with the IT team to build a custom solution that will be used across the enterprise.
Responsibilities",-1,Launching Point,Remote,1 to 50 Employees,-1,Unknown,-1,-1,Unknown / Non-Applicable
Data Analyst- CIN,"$67,182 /yr (est.)","Position Overview
The Business Analyst will be a member of the Stony Brook Medicine?s CIN Population Health IT Team. The candidate will work with end users to understand their clinical and business workflows, document use cases, functional requirements and develop data analytics that will be used to support the daily operations of our Clinically Integrated Network.
This candidate will work in a fast-paced environment as part of a multi-disciplinary project team responsible for ensuring the ongoing management and improvements on the Population Health platform required for tracking and reporting on the quality and performance measures programs.",4.0,"SB ADMINISTRATIVE SERVICES, LLC","Commack, NY",10000+ Employees,1957,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD)
Telecaller & Data Analyst,"$10,000 /mo (est.)","Telecalling,Data Updation
Good communication Skills
Job Type: Full-time
Pay: $10,000.00 per month
Experience level:
No experience needed
Schedule:
8 hour shift",-1,Shubh Labh Vivah Sanstha,Remote,-1,-1,-1,-1,-1,-1
